variable,x,y
bio_9,-6.045000100135803,0.0
bio_9,-5.9819200996398925,0.0
bio_9,-5.918840099143981,0.0
bio_9,-5.855760098648071,0.0
bio_9,-5.792680098152161,0.0
bio_9,-5.72960009765625,0.0
bio_9,-5.6665200971603396,0.0
bio_9,-5.603440096664428,0.0
bio_9,-5.540360096168518,0.0
bio_9,-5.477280095672608,0.0
bio_9,-5.414200095176698,0.0
bio_9,-5.351120094680787,0.0
bio_9,-5.288040094184876,0.0
bio_9,-5.224960093688965,0.0
bio_9,-5.161880093193055,0.0
bio_9,-5.098800092697145,0.0
bio_9,-5.035720092201234,0.0
bio_9,-4.9726400917053235,0.0
bio_9,-4.909560091209413,0.0
bio_9,-4.846480090713502,0.0
bio_9,-4.783400090217592,0.0
bio_9,-4.720320089721682,0.0
bio_9,-4.657240089225771,0.0
bio_9,-4.59416008872986,0.0
bio_9,-4.531080088233949,0.0
bio_9,-4.468000087738039,0.0
bio_9,-4.404920087242129,0.0
bio_9,-4.341840086746218,0.0
bio_9,-4.2787600862503075,0.0
bio_9,-4.215680085754396,0.0
bio_9,-4.152600085258486,0.0
bio_9,-4.089520084762576,0.0
bio_9,-4.026440084266666,0.0
bio_9,-3.963360083770755,0.0
bio_9,-3.9002800832748443,0.0
bio_9,-3.8372000827789337,0.0
bio_9,-3.7741200822830234,0.0
bio_9,-3.7110400817871128,0.0
bio_9,-3.647960081291202,0.0
bio_9,-3.5848800807952914,0.0
bio_9,-3.521800080299381,0.0
bio_9,-3.4587200798034705,0.0
bio_9,-3.39564007930756,0.014773368835449219
bio_9,-3.332560078811649,0.05909395217895508
bio_9,-3.269480078315739,0.10341429710388184
bio_9,-3.2064000778198283,0.1477346420288086
bio_9,-3.1433200773239176,0.19205522537231445
bio_9,-3.080240076828007,0.2363755702972412
bio_9,-3.0171600763320967,0.28069591522216797
bio_9,-2.954080075836186,0.3250162601470947
bio_9,-2.8910000753402754,0.3693368434906006
bio_9,-2.8279200748443647,0.41365742683410645
bio_9,-2.7648400743484545,0.4579775333404541
bio_9,-2.701760073852544,0.50229811668396
bio_9,-2.638680073356633,0.5466184616088867
bio_9,-2.575600072860723,0.5909388065338135
bio_9,-2.5125200723648122,0.6352593898773193
bio_9,-2.4494400718689016,0.6795797348022461
bio_9,-2.386360071372991,0.7239000797271729
bio_9,-2.3232800708770807,0.7682206630706787
bio_9,-2.26020007038117,0.8125410079956055
bio_9,-2.1971200698852593,0.8568614721298218
bio_9,-2.1340400693893486,0.9011818170547485
bio_9,-2.0709600688934384,0.9455022811889648
bio_9,-2.0078800683975278,0.9898227453231812
bio_9,-1.9448000679016175,1.034143090248108
